id,common_name,scientific_name,image,light,water,humidity,temp,soil,fertilizer,toxicity,tips
philodendron_pastazanum,Philodendron Pastazanum,Philodendron pastazanum,images/plants/philodendron_pastazanum.jpg,"Bright, indirect light.","Water when top 2–3 cm are dry; keep evenly moist but not waterlogged.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Loose, rich aroid mix; shallow pots work well for its large, shallow root system.","Feed every 4 weeks in growing season.","Toxic if ingested.","Large, heart-shaped leaves and a creeping growth habit; allow space in front of the plant for the rhizome to move forward."
philodendron_gigas,Philodendron Gigas,Philodendron gigas,images/plants/philodendron_gigas.jpg,"Bright, indirect light; no harsh sun on velvet leaves.","Water when top 2–3 cm are dry; slightly more frequent watering in brighter conditions.","Prefers 65–80% humidity.","Ideal 18–26°C (64–79°F).","Very airy mix with bark, perlite, and some moss.","Feed lightly every 4 weeks in warm months.","Toxic if ingested.","Fast-growing climber with huge, velvety leaves; needs a tall pole and high humidity to show its full potential."
philodendron_luxurians,Philodendron Luxurians,Philodendron luxurians (syn. Anthurium-like Philodendron),images/plants/philodendron_luxurians.jpg,"Bright, diffused light; no direct sun.","Keep soil evenly moist; water when top 1–2 cm (½–1 in) are just dry.","Prefers 70–80% humidity; often best in cabinets or humid rooms.","Ideal 18–24°C (64–75°F).","Very airy, moisture-retentive aroid mix with high bark and moss content.","Feed lightly every 4–6 weeks; avoid salt buildup.","Toxic if ingested.","High-maintenance collector plant; prioritize humidity and excellent drainage to prevent root and leaf issues."
philodendron_el_choco_red,Philodendron ‘El Chocó Red’,Philodendron sp. ‘El Chocó Red’,images/plants/philodendron_el_choco_red.jpg,"Bright indirect light; no harsh direct sun.","Water when top 2–3 cm are dry; prefers evenly moist but not soggy conditions.","Prefers 60–80% humidity; often needs 50%+ for good leaf quality.","Ideal 18–26°C (64–79°F).","Airy aroid mix with bark, perlite, and some moss.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Known for red-backed, velvety foliage; best in bright, humid environments with gentle airflow."
philodendron_squamiferum,Philodendron Squamiferum,Philodendron squamiferum,images/plants/philodendron_squamiferum.jpg,"Medium to bright indirect light.","Water when top 3–5 cm (1–2 in) are dry.","Prefers 50–70% humidity; tolerates typical indoor levels.","Ideal 18–27°C (64–81°F).","Well-draining aroid mix.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Distinctive fuzzy red petioles and deeply lobed leaves; great climber for a moss pole or totem."
philodendron_mayoi,Philodendron Mayoi,Philodendron mayoi,images/plants/philodendron_mayoi.jpg,"Bright, indirect light; tolerates some gentle morning sun.","Water when top 3 cm are dry; slightly more during warm, bright months.","Prefers 50–70% humidity; tolerates around 45–50%.","Ideal 18–27°C (64–81°F).","Aroid mix with bark/perlite.","Feed every 4–6 weeks.","Toxic if ingested.","Palm-like lobed leaves give a tropical look; climbs vigorously with a support."
philodendron_bipennifolium,Philodendron Bipennifolium (Horsehead Philodendron),Philodendron bipennifolium,images/plants/philodendron_bipennifolium.jpg,"Medium to bright indirect light.","Water when top 3–5 cm are dry; avoid waterlogged conditions.","Prefers 50–70% humidity.","Ideal 18–27°C (64–81°F).","Well-draining aroid mix.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Leaves resemble a horse’s head; provide a pole for climbing and space for large mature foliage."
philodendron_spiritus_sancti,Philodendron Spiritus Sancti,Philodendron spiritus-sancti,images/plants/philodendron_spiritus_sancti.jpg,"Bright, diffused indirect light; no direct sun.","Keep soil lightly moist; water when top 2–3 cm are just starting to dry.","Prefers 70–85% humidity; usually requires advanced indoor setups.","Ideal 18–24°C (64–75°F).","Very airy aroid mix with bark, perlite, and moss; excellent drainage essential.","Feed lightly every 4–6 weeks in active growth.","Toxic if ingested.","Extremely rare, high-value collector species; best grown by experienced growers with controlled humidity and light."
philodendron_dean_mcdowell,Philodendron ‘Dean McDowell’,Philodendron gloriosum × pastazanum,images/plants/philodendron_dean_mcdowell.jpg,"Bright indirect light; no direct sun on velvety leaves.","Keep soil lightly moist; water when top 1–2 cm (½–1 in) dry.","Prefers 60–80% humidity; performs best above 50%.","Ideal 18–26°C (64–79°F).","Crawling-type aroid mix in a wide, shallow pot.","Feed every 4 weeks in growing season at low strength.","Toxic if ingested.","Hybrid combining large, heart-shaped and heavily veined leaves; allow room for the creeping stem and maintain stable humidity."
philodendron_rio,Philodendron ‘Rio’,Philodendron hederaceum ‘Rio’,images/plants/philodendron_rio.jpg,"Bright, indirect light; essential to maintain silver/cream variegation.","Water when the top 2–3 cm (1 in) of soil are dry; slightly less in winter.","Prefers 55–75% humidity; tolerates around 50%.","Ideal 18–27°C (64–81°F).","Loose, well-draining aroid mix with bark and perlite.","Feed lightly every 4–6 weeks during active growth.","Toxic if ingested.","A variegated heartleaf Philodendron with silver and cream streaks; give bright, even light and prune green-dominant stems."
philodendron_silver_stripe,Philodendron ‘Silver Stripe’,Philodendron hederaceum ‘Silver Stripe’,images/plants/philodendron_silver_stripe.jpg,"Medium to bright indirect light; brighter light keeps stripe visible.","Water when top 2–3 cm are dry; avoid soggy soil.","Prefers 50–70% humidity; tolerates 40–50%.","Ideal 18–27°C (64–81°F).","Aroid mix with bark/perlite for aeration.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Similar to Philodendron Brasil with a silver tone to the stripe; great hanging or on a small trellis."
philodendron_cream_splash,Philodendron ‘Cream Splash’,Philodendron hederaceum ‘Cream Splash’,images/plants/philodendron_cream_splash.jpg,"Bright indirect light; low light can reduce cream variegation.","Water when the top 2–3 cm (1 in) are dry; prevent prolonged dryness.","Prefers 55–75% humidity.","Ideal 18–27°C (64–81°F).","Well-draining aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Delicate cream and green variegation; avoid strong sun on pale areas to prevent burning."
philodendron_gabby,Philodendron ‘Gabby’,Philodendron hederaceum ‘Gabby’,images/plants/philodendron_gabby.jpg,"Bright, indirect light; high light maintains heavy white/silver variegation.","Water when top 2–3 cm are dry; variegated leaves can be more sensitive to overwatering.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Very airy aroid mix with bark, perlite, and coco coir.","Feed at low strength every 4–6 weeks.","Toxic if ingested.","Heavily variegated, sometimes nearly white; protect from intense sun and monitor for leaf burn or stress."
philodendron_jose_buono,Philodendron ‘Jose Buono’,Philodendron ‘Jose Buono’,images/plants/philodendron_jose_buono.jpg,"Bright indirect light.","Water when top 3–5 cm (1–2 in) are dry; likes consistent but not soggy moisture.","Prefers 60–75% humidity.","Ideal 18–26°C (64–79°F).","Chunky, well-draining aroid mix.","Feed every 4–6 weeks during warm months.","Toxic if ingested.","Large, marbled variegated leaves; provide a strong support and plenty of vertical space."
philodendron_ring_of_fire,Philodendron ‘Ring of Fire’,Philodendron hybrid ‘Ring of Fire’,images/plants/philodendron_ring_of_fire.jpg,"Bright, indirect light; some gentle morning sun is tolerated.","Water when top 3–5 cm are dry; slightly less in winter.","Prefers 60–75% humidity; tolerates around 50%.","Ideal 18–27°C (64–81°F).","Aroid mix with bark/perlite for drainage.","Feed every 4–6 weeks in the growing season.","Toxic if ingested.","Highly serrated leaves with variable variegation from cream to orange; grows slowly but makes a striking specimen indoors."
philodendron_pink_congo,Philodendron ‘Pink Congo’,Philodendron hybrid ‘Pink Congo’,images/plants/philodendron_pink_congo.jpg,"Bright, indirect light; avoid harsh sun on pink leaves.","Water when top 2–3 cm are dry; do not let sit in water.","Prefers 55–70% humidity; tolerates around 50%.","Ideal 18–26°C (64–79°F).","Well-draining aroid mix.","Feed every 4–6 weeks during active growth at low strength.","Toxic if ingested.","Pink coloration can be unstable or temporary; focus on providing steady bright light and balanced care rather than chasing color."
philodendron_white_wizard,Philodendron ‘White Wizard’,Philodendron erubescens ‘White Wizard’,images/plants/philodendron_white_wizard.jpg,"Bright indirect light; necessary for bold white variegation.","Water when top 2–3 cm are dry; avoid both constant sogginess and extreme dryness.","Prefers 60–80% humidity; may show brown edges below ~50%.","Ideal 18–26°C (64–79°F).","Airy aroid mix with bark/perlite.","Feed every 4–6 weeks lightly.","Toxic if ingested.","Sister to White Knight/Princess; prune green-dominant vines and protect white leaf sections from intense sun."
philodendron_congo_rojo,Philodendron ‘Congo Rojo’,Philodendron ‘Congo Rojo’,images/plants/philodendron_congo_rojo.jpg,"Bright to medium indirect light; stronger light deepens red tones.","Water when top 3–5 cm (1–2 in) are dry; do not let roots sit in water.","Comfortable at 40–60% humidity; appreciates 50–70%.","Ideal 18–27°C (64–81°F).","Rich, well-draining potting mix.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Compact, self-heading type with red stems and new growth; popular in garden centers as a bold foliage plant."
philodendron_crassinervium,Philodendron Crassinervium,Philodendron crassinervium,images/plants/philodendron_crassinervium.jpg,"Medium to bright indirect light.","Water when top 3–5 cm are dry; allow slightly drier periods than many other Philodendrons.","Prefers 50–70% humidity.","Ideal 18–27°C (64–81°F).","Fast-draining aroid mix with extra perlite.","Feed every 4–6 weeks in spring/summer.","Toxic if ingested.","Narrow, strap-like leaves with a thick midrib; unusual but adaptable species indoors given adequate light."
philodendron_serpens,Philodendron Serpens,Philodendron serpens,images/plants/philodendron_serpens.jpg,"Bright, indirect light; avoid harsh direct sun.","Water when top 2–3 cm are dry; evenly moist but not soggy.","Prefers 60–80% humidity; benefits from 50%+ indoors.","Ideal 18–26°C (64–79°F).","Chunky aroid mix with high bark content.","Feed lightly every 4–6 weeks in warm months.","Toxic if ingested.","Fuzzy, bristly petioles and large leaves give this species a unique look; best for growers with moderate to high humidity."
philodendron_giganteum,Philodendron Giganteum,Philodendron giganteum,images/plants/philodendron_giganteum.jpg,"Bright indirect light; can handle some gentle morning sun.","Water when top 3–5 cm are dry; deep waterings for large plants.","Prefers 60–75% humidity.","Ideal 18–28°C (64–82°F).","Rich, well-draining soil in a large pot.","Feed every 4 weeks in growing season.","Toxic if ingested.","Grows very large under good conditions; best as a floor specimen with ample space away from traffic."
philodendron_linnaei,Philodendron Linnaei,Philodendron linnaei,images/plants/philodendron_linnaei.jpg,"Medium to bright indirect light.","Water when top 2–3 cm are dry; slightly less in winter.","Prefers 50–70% humidity.","Ideal 18–26°C (64–79°F).","Well-draining aroid mix.","Feed every 4–6 weeks.","Toxic if ingested.","Less common species but generally forgiving; treat similarly to other medium-light Philodendrons."
philodendron_tenuilobum,Philodendron Tenuilobum,Philodendron tenuilobum,images/plants/philodendron_tenuilobum.jpg,"Bright, indirect light; some gentle morning sun is tolerated.","Water when top 3–5 cm are dry; avoid waterlogged soil.","Prefers 55–75% humidity.","Ideal 18–27°C (64–81°F).","Chunky aroid mix; deep pots recommended.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Long, deeply lobed leaves give a tropical, architectural look; works well on a tall pole."
philodendron_vernicosum,Philodendron Vernicosum,Philodendron vernicosum,images/plants/philodendron_vernicosum.jpg,"Bright, indirect light; avoid direct sun on tender leaves.","Water when top 2–3 cm are dry; prefers consistent moisture without saturation.","Prefers 60–80% humidity; often needs 50%+ indoors for best leaves.","Ideal 18–26°C (64–79°F).","Very airy aroid mix with bark, moss, and perlite.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Known for velvety, bi-colored leaves and hairy petioles; thrives in humid, bright setups with good airflow."
